login,PR,commit,issue,repo,unknown,acc_type
thrushmanbrook,0.0,0.0,0.0,1.0,0.0,
thsadiq,0.0,0.0,5.0,0.0,0.0,
thudz101wie,0.0,0.0,0.0,1.0,0.0,
thultm,0.0,0.0,0.0,1.0,0.0,
thunder-007,0.0,0.0,0.0,1.0,0.0,
thunder-bom,0.0,0.0,3.0,0.0,0.0,
thuongvovan,0.0,0.0,2.0,0.0,0.0,
thuptenDukpa,0.0,0.0,0.0,1.0,0.0,
thurber,0.0,0.0,2.0,0.0,0.0,
thuydotm,1.0,0.0,3.0,0.0,0.0,
thwblueboy,0.0,0.0,1.0,0.0,0.0,
thygasantos,0.0,0.0,0.0,1.0,0.0,
thyripian,5.0,0.0,12.0,4.0,3.0,
tiagogcampos,0.0,0.0,0.0,1.0,0.0,
tianba8856,0.0,0.0,0.0,2.0,0.0,
tiancai13579,0.0,0.0,0.0,1.0,0.0,
tiankongsang,0.0,0.0,0.0,1.0,0.0,
tianlinliang,0.0,0.0,3.0,0.0,0.0,
tianmaoyu,0.0,0.0,0.0,1.0,0.0,
tiansiyuan,0.0,0.0,0.0,1.0,0.0,
tianyeeT,2.0,0.0,0.0,2.0,0.0,
tianyi-pan,0.0,0.0,0.0,1.0,0.0,
tianyuxbear,0.0,0.0,1.0,0.0,0.0,
tianzeguo0605,0.0,0.0,0.0,1.0,0.0,
tianzi-sun,0.0,0.0,0.0,1.0,0.0,
tiaopiwenzhongqiu,0.0,0.0,0.0,1.0,0.0,
tiarap00,0.0,0.0,2.0,0.0,0.0,
tibfulv,0.0,0.0,0.0,1.0,0.0,
tiffanynle,0.0,0.0,0.0,1.0,0.0,
tiffanywei,0.0,0.0,1.0,0.0,0.0,
tiffjai,0.0,0.0,0.0,1.0,0.0,
tiger-sea,0.0,0.0,0.0,2.0,0.0,
tigercosmos,0.0,0.0,0.0,1.0,0.0,
tigerhawkvok,2.0,0.0,2.0,1.0,0.0,
tigerlove,0.0,0.0,0.0,1.0,0.0,
tigretigre,0.0,0.0,1.0,1.0,0.0,
tijeco,0.0,0.0,5.0,0.0,0.0,
tilakpatell,0.0,0.0,0.0,1.0,0.0,
tilekmuke21plem,0.0,0.0,0.0,1.0,0.0,
till-m,0.0,0.0,1.0,0.0,0.0,
till-tietz,0.0,0.0,0.0,1.0,0.0,
tillahoffmann,4.0,0.0,5.0,0.0,3.0,
tiltingpenguin,1.0,0.0,1.0,1.0,0.0,
tim-olkalaqn,0.0,0.0,0.0,1.0,0.0,
timHau,0.0,0.0,0.0,1.0,0.0,
timartlaw,0.0,0.0,0.0,1.0,0.0,
timbob510hitch,0.0,0.0,0.0,1.0,0.0,
timdhu,0.0,0.0,2.0,0.0,0.0,
timecon,0.0,0.0,0.0,2.0,0.0,
timelyportfolio,0.0,0.0,0.0,1.0,0.0,
timemethod,0.0,0.0,0.0,1.0,0.0,
timf34,0.0,0.0,0.0,1.0,0.0,
timhockswender,0.0,0.0,1.0,0.0,0.0,
timhoffm,313.0,68.0,325.0,1.0,258.0,
timholy,28.0,6.0,31.0,6.0,20.0,
timj,2.0,0.0,0.0,0.0,2.0,
timkiv-evgenytu,0.0,0.0,0.0,1.0,0.0,
timkpaine,0.0,0.0,0.0,1.0,0.0,
timofeykl,0.0,0.0,0.0,1.0,0.0,
timoguin,0.0,0.0,0.0,1.0,0.0,
timokluser-dev,0.0,0.0,0.0,1.0,0.0,
timokoch,0.0,0.0,5.0,2.0,0.0,
timonrieger,0.0,0.0,0.0,1.0,0.0,
timonschlegel,3.0,0.0,5.0,0.0,1.0,
timopulkkinen,0.0,0.0,0.0,1.0,0.0,
timotheebabin,0.0,0.0,0.0,1.0,0.0,
timothy-dillan,0.0,0.0,0.0,1.0,0.0,
timothy-geiger,0.0,0.0,0.0,1.0,0.0,
timothyas,0.0,0.0,4.0,0.0,0.0,
timothyklim,0.0,0.0,0.0,1.0,0.0,
timothymillar,0.0,0.0,8.0,1.0,0.0,
timothyrtngil,0.0,0.0,0.0,1.0,0.0,
timriley-io,0.0,0.0,0.0,1.0,0.0,
tims457,0.0,0.0,0.0,1.0,0.0,
timsterzizzle,0.0,0.0,0.0,1.0,0.0,
timtreis,68.0,154.0,111.0,44.0,15.0,
timvink,0.0,0.0,2.0,0.0,0.0,
tinaok,9.0,14.0,0.0,5.0,0.0,
tinevez,0.0,0.0,0.0,1.0,0.0,
tinglongliao-db,0.0,0.0,1.0,0.0,0.0,
tinykishore,0.0,0.0,0.0,1.0,0.0,
tiphanieH,0.0,0.0,1.0,0.0,0.0,
tipicodealiens,0.0,0.0,0.0,1.0,0.0,
tiptcere,0.0,0.0,0.0,1.0,0.0,
tiran,1.0,0.0,5.0,1.0,0.0,
tirthasheshpatel,0.0,0.0,1.0,0.0,0.0,
tischi,0.0,0.0,1.0,0.0,0.0,
tishikawaz,0.0,0.0,0.0,1.0,0.0,
tishka-yulama,0.0,0.0,0.0,1.0,0.0,
tito21,1.0,0.0,0.0,1.0,0.0,
titoffag,0.0,0.0,0.0,1.0,0.0,
titr70gi,0.0,0.0,0.0,1.0,0.0,
titymedink,0.0,0.0,0.0,1.0,0.0,
tiu03,0.0,0.0,0.0,1.0,0.0,
tizzir,1.0,0.0,0.0,0.0,0.0,
tj-amano,0.0,0.0,0.0,1.0,0.0,
tjas,0.0,0.0,0.0,2.0,0.0,
tjchen1106,0.0,0.0,0.0,1.0,0.0,
tjd2002,0.0,0.0,1.0,0.0,0.0,
tjgalvin,0.0,0.0,3.0,0.0,0.0,
tjghost,0.0,0.0,0.0,1.0,0.0,
tjlaboss,0.0,0.0,1.0,0.0,0.0,
tjonesho,0.0,0.0,0.0,1.0,0.0,
tjonesy10,0.0,0.0,0.0,1.0,0.0,
tjstienstra,44.0,0.0,12.0,0.0,50.0,
tk-yoshimura,3.0,0.0,19.0,2.0,2.0,
tkachkov2012,0.0,0.0,0.0,1.0,0.0,
tkahihabuf,0.0,0.0,0.0,1.0,0.0,
tkcaccia,0.0,0.0,12.0,0.0,0.0,
tkchafin,0.0,0.0,4.0,0.0,0.0,
tklammsteiner,1.0,0.0,1.0,1.0,0.0,
tkmamidi,0.0,0.0,0.0,1.0,0.0,
tkoeppe,0.0,0.0,1.0,0.0,0.0,
tkoyama010,0.0,0.0,9.0,11.0,0.0,
tkqUQwcGdia,0.0,0.0,0.0,1.0,0.0,
tkuraku,0.0,0.0,0.0,1.0,0.0,
tl-hbk,0.0,0.0,2.0,0.0,0.0,
tl123987,0.0,0.0,0.0,1.0,0.0,
tlambert03,1.0,0.0,7.0,0.0,0.0,
tlb-xiongju,0.0,0.0,0.0,1.0,0.0,
tlguoc,0.0,0.0,3.0,0.0,0.0,
tlkt,0.0,0.0,0.0,1.0,0.0,
tlockney,0.0,0.0,0.0,1.0,0.0,
tlqkfcom,0.0,0.0,0.0,1.0,0.0,
tlstevenson,0.0,0.0,12.0,0.0,0.0,
tlyboy,0.0,0.0,0.0,1.0,0.0,
tlzhangGithub,0.0,0.0,0.0,1.0,0.0,
tm26a21p,0.0,0.0,0.0,1.0,0.0,
tmaklin,0.0,0.0,1.0,0.0,0.0,
tmchartrand,0.0,0.0,0.0,1.0,0.0,
tmerker,0.0,0.0,0.0,1.0,0.0,
tmfrln,0.0,0.0,1.0,0.0,0.0,
tmi,3.0,0.0,0.0,1.0,1.0,
tmigot,0.0,0.0,6.0,2.0,0.0,
tmoulignier,0.0,0.0,0.0,1.0,0.0,
tmp10025pan,0.0,0.0,0.0,1.0,0.0,
tmrnd0,0.0,0.0,0.0,1.0,0.0,
tmslagle,0.0,0.0,0.0,1.0,0.0,
tmszi,2.0,2.0,6.0,0.0,0.0,
tmunyanyi,0.0,0.0,0.0,1.0,0.0,
tmychow,0.0,0.0,0.0,1.0,0.0,
tn-072,0.0,0.0,0.0,1.0,0.0,
tnbeats,0.0,0.0,0.0,1.0,0.0,
tnitkin,0.0,0.0,0.0,1.0,0.0,
tnk-konvers,0.0,0.0,0.0,1.0,0.0,
tnlin,0.0,0.0,0.0,1.0,0.0,
tnotstar,0.0,0.0,0.0,1.0,0.0,
tnsengimana,0.0,0.0,0.0,1.0,0.0,
tntwinsfan,0.0,0.0,0.0,1.0,0.0,
to-dot,0.0,0.0,0.0,1.0,0.0,
to8yr,0.0,0.0,0.0,4.0,0.0,
tob323huf,0.0,0.0,0.0,1.0,0.0,
tobehardest,0.0,0.0,0.0,1.0,0.0,
tobeycarman,0.0,0.0,9.0,0.0,0.0,
tobiasmcnulty,1.0,0.0,0.0,1.0,0.0,
tobihans,0.0,0.0,0.0,1.0,0.0,
tobin-ford,0.0,0.0,0.0,1.0,0.0,
tobony,0.0,0.0,0.0,1.0,0.0,
tobwen,0.0,0.0,1.0,0.0,0.0,
toby-farley,0.0,0.0,0.0,1.0,0.0,
tobywise,0.0,0.0,1.0,0.0,0.0,
toczydlowski,0.0,0.0,1.0,0.0,0.0,
todometopay,0.0,0.0,0.0,1.0,0.0,
toha39,0.0,0.0,0.0,1.0,0.0,
toihr,0.0,0.0,4.0,0.0,0.0,
tokamac,0.0,0.0,5.0,0.0,0.0,
tokranowaem,0.0,0.0,0.0,1.0,0.0,
toliborisov,0.0,0.0,0.0,1.0,0.0,
toliveiradev,0.0,0.0,0.0,1.0,0.0,
toloudis,0.0,0.0,1.0,0.0,0.0,
tolucalakesu,0.0,0.0,0.0,1.0,0.0,
tom-doerr,0.0,0.0,0.0,1.0,0.0,
tom-keeble,0.0,0.0,0.0,1.0,0.0,
tom-new,0.0,0.0,2.0,0.0,0.0,
tom725,0.0,0.0,3.0,0.0,0.0,
tomaklutfu,0.0,0.0,5.0,0.0,0.0,
tomascsantos,0.0,0.0,4.0,0.0,0.0,
tomasfloridadia,0.0,0.0,0.0,1.0,0.0,
tomato414941,0.0,0.0,0.0,1.0,0.0,
tombulled,0.0,0.0,0.0,1.0,0.0,
tomdonaldson,3.0,0.0,7.0,0.0,4.0,
tomeckip,0.0,0.0,0.0,1.0,0.0,
tomelse,0.0,0.0,10.0,0.0,0.0,
tomghaines,0.0,0.0,0.0,1.0,0.0,
tomicapretto,1.0,0.0,6.0,0.0,3.0,
tominasvetakay,0.0,0.0,0.0,1.0,0.0,
tomita-ganbarion,0.0,0.0,0.0,1.0,0.0,
tomjf22lect,0.0,0.0,0.0,1.0,0.0,
tomjholland,0.0,0.0,3.0,0.0,0.0,
tomjwebb,0.0,0.0,3.0,0.0,0.0,
tomkinsc,0.0,0.0,0.0,2.0,0.0,
tommaull,0.0,0.0,0.0,1.0,0.0,
tommy-ca,0.0,0.0,0.0,12.0,0.0,
tommyOtsai,0.0,0.0,0.0,1.0,0.0,
tommyk2002pret,0.0,0.0,0.0,1.0,0.0,
tomnewton,0.0,0.0,0.0,1.0,0.0,
tomonarifeehan,0.0,0.0,0.0,1.0,0.0,
tomonetml,0.0,0.0,0.0,1.0,0.0,
tomorrowsnake,0.0,0.0,0.0,1.0,0.0,
tomprimozic,0.0,0.0,1.0,0.0,0.0,
tomql,0.0,0.0,0.0,1.0,0.0,
tomsing1,0.0,0.0,2.0,0.0,0.0,
tomsthingdea,0.0,0.0,0.0,1.0,0.0,
tomsutch,0.0,0.0,2.0,0.0,0.0,
tomta02,0.0,0.0,0.0,1.0,0.0,
tomtomsr,0.0,0.0,0.0,1.0,0.0,
tomvothecoder,0.0,0.0,5.0,0.0,0.0,
tomwhite,67.0,33.0,94.0,13.0,26.0,
tomwojcik,0.0,0.0,1.0,0.0,0.0,
tomyputw,0.0,0.0,3.0,0.0,0.0,
ton-loverb,0.0,0.0,0.0,1.0,0.0,
tonda-czno,0.0,0.0,0.0,1.0,0.0,
tonemancz,0.0,0.0,0.0,1.0,0.0,
tonetls,0.0,0.0,0.0,1.0,0.0,
tongni1975,0.0,0.0,0.0,5.0,0.0,
tongzhouxu,0.0,0.0,2.0,0.0,0.0,
toni-smellospin,0.0,0.0,0.0,1.0,0.0,
toniaadams,0.0,0.0,0.0,1.0,0.0,
tonidy,0.0,0.0,0.0,4.0,0.0,
toniortiz,0.0,0.0,0.0,1.0,0.0,
tontotimeprov,0.0,0.0,0.0,1.0,0.0,
tony-97,0.0,0.0,0.0,1.0,0.0,
tony-chem,0.0,0.0,0.0,1.0,0.0,
tony-tang,0.0,0.0,0.0,1.0,0.0,
tony10472ous,0.0,0.0,0.0,1.0,0.0,
tony27786,0.0,0.0,0.0,1.0,0.0,
tonybx222,0.0,0.0,0.0,1.0,0.0,
tonyimax,0.0,0.0,0.0,1.0,0.0,
tonysaad,0.0,0.0,0.0,1.0,0.0,
tonyseek,0.0,0.0,0.0,1.0,0.0,
tonyvolen,0.0,0.0,0.0,1.0,0.0,
tonywu1999,0.0,0.0,5.0,0.0,0.0,
toonsegers-rl,0.0,0.0,0.0,1.0,0.0,
tooxin,0.0,0.0,0.0,1.0,0.0,
top7dog,0.0,0.0,0.0,2.0,0.0,
topanim,0.0,0.0,0.0,1.0,0.0,
topdog5,0.0,0.0,0.0,1.0,0.0,
topho-man,0.0,0.0,0.0,1.0,0.0,
topmarker,0.0,0.0,0.0,1.0,0.0,
topolarity,125.0,60.0,136.0,11.0,75.0,
toprakaydiner,0.0,0.0,0.0,1.0,0.0,
topten19myu,0.0,0.0,0.0,1.0,0.0,
torchittcin,0.0,0.0,0.0,1.0,0.0,
tordnat,0.0,0.0,0.0,1.0,0.0,
torehl,0.0,0.0,1.0,0.0,0.0,
torext,0.0,0.0,2.0,0.0,0.0,
torfjelde,0.0,0.0,1.0,0.0,0.0,
tori-hotaru,0.0,0.0,4.0,1.0,0.0,
torinriley,0.0,0.0,1.0,0.0,0.0,
tornaria,1.0,0.0,1.0,1.0,0.0,
torobtest,0.0,0.0,0.0,1.0,0.0,
torokati44,0.0,0.0,1.0,0.0,0.0,
torresng,0.0,0.0,0.0,1.0,0.0,
torshin5ergey,0.0,0.0,0.0,4.0,0.0,
tosaddler,0.0,0.0,0.0,2.0,0.0,
toshiakiasakura,0.0,0.0,0.0,2.0,0.0,
toshihikoyanase,0.0,0.0,0.0,1.0,0.0,
toshihikozhu,0.0,0.0,0.0,1.0,0.0,
toshiki-ms,0.0,0.0,0.0,1.0,0.0,
totallypredictable,0.0,0.0,0.0,3.0,0.0,
totcinedar,0.0,0.0,0.0,1.0,0.0,
totla-deshaw,0.0,0.0,1.0,0.0,0.0,
touchdont,0.0,0.0,0.0,1.0,0.0,
toufiksalhi,0.0,0.0,1.0,0.0,0.0,
tovacinni,0.0,0.0,0.0,1.0,0.0,
tovrstra,0.0,0.0,1.0,5.0,0.0,
toyfun2to,0.0,0.0,0.0,1.0,0.0,
toygardarm,0.0,0.0,2.0,0.0,0.0,
toyota1200,0.0,0.0,0.0,1.0,0.0,
toz7ekma,0.0,0.0,0.0,1.0,0.0,
tpSpace,0.0,0.0,0.0,1.0,0.0,
tpapp,0.0,0.0,3.0,0.0,0.0,
tpgillam,2.0,0.0,5.0,1.0,0.0,
tpoisonooo,0.0,0.0,0.0,2.0,0.0,
tps800,0.0,0.0,1.0,0.0,0.0,
tpulkit,0.0,0.0,0.0,1.0,0.0,
tpwrules,0.0,0.0,1.0,0.0,0.0,
tpyn88va,0.0,0.0,0.0,1.0,0.0,
tr1ppyb0y,0.0,0.0,1.0,0.0,0.0,
trab-ml,0.0,0.0,0.0,1.0,0.0,
trace2798,0.0,0.0,0.0,1.0,0.0,
tracyqan,0.0,0.0,0.0,1.0,0.0,
trader842,0.0,0.0,0.0,1.0,0.0,
trae3235,0.0,0.0,0.0,1.0,0.0,
trallard,80.0,20.0,75.0,13.0,55.0,
tralmorfhoops,0.0,0.0,0.0,1.0,0.0,
tram-nguyen-n,0.0,0.0,3.0,0.0,0.0,
trami24,0.0,0.0,0.0,5.0,0.0,
trangdata,7.0,6.0,31.0,4.0,6.0,
tranhoangnguyen03,0.0,0.0,0.0,1.0,0.0,
tranhung0302,0.0,0.0,0.0,4.0,0.0,
trankhoidang,0.0,0.0,0.0,2.0,0.0,
transcriptomics,0.0,0.0,1.0,0.0,0.0,
transifex-integration[bot],7.0,11.0,0.0,7.0,0.0,Bot
tranvietphuoc,0.0,0.0,0.0,1.0,0.0,
trappitsch,0.0,0.0,3.0,0.0,0.0,
tratata808sows,0.0,0.0,0.0,1.0,0.0,
trathi05,0.0,0.0,0.0,2.0,0.0,
traversaro,0.0,0.0,2.0,4.0,0.0,
travis-j-hahn,0.0,0.0,1.0,0.0,0.0,
travishathaway,74.0,41.0,170.0,6.0,77.0,
trbndev,0.0,0.0,0.0,1.0,0.0,
trchudley,0.0,0.0,2.0,0.0,0.0,
trcpoet,0.0,0.0,0.0,1.0,0.0,
tredsx,0.0,0.0,0.0,1.0,0.0,
treecko16,0.0,0.0,0.0,1.0,0.0,
trek2go,0.0,0.0,0.0,1.0,0.0,
trendyllama,0.0,0.0,0.0,1.0,0.0,
trentmaetzold,0.0,0.0,1.0,0.0,0.0,
tretre91,0.0,0.0,0.0,1.0,0.0,
trevorb1,0.0,0.0,0.0,1.0,0.0,
trevorgokey,0.0,0.0,4.0,0.0,0.0,
trialan,0.0,0.0,0.0,1.0,0.0,
trichter,0.0,0.0,1.0,0.0,0.0,
trinastewart78,0.0,0.0,0.0,1.0,0.0,
trindaderose,0.0,0.0,0.0,1.0,0.0,
trinity-amid,0.0,0.0,0.0,1.0,0.0,
trinoacosta83skat,0.0,0.0,0.0,1.0,0.0,
tristanmagne,0.0,0.0,0.0,1.0,0.0,
tristanmech,0.0,0.0,0.0,1.0,0.0,
trivialfis,0.0,0.0,1.0,0.0,0.0,
trivita,0.0,0.0,0.0,1.0,0.0,
trjaffe,0.0,0.0,4.0,0.0,0.0,
trkdrvr9,0.0,0.0,0.0,1.0,0.0,
trngtina,0.0,0.0,0.0,1.0,0.0,
trochitv,0.0,0.0,1.0,0.0,0.0,
trocker,0.0,0.0,0.0,2.0,0.0,
trofimov1984,0.0,0.0,0.0,1.0,0.0,
tromnnpuzz,0.0,0.0,0.0,1.0,0.0,
trongvnau,0.0,0.0,0.0,2.0,0.0,
troopa81,0.0,0.0,3.0,0.0,0.0,
trouvaillle,0.0,0.0,0.0,1.0,0.0,
troy-baker-aumni,0.0,0.0,0.0,1.0,0.0,
troydemonbreun,0.0,0.0,0.0,3.0,0.0,
trsav,0.0,0.0,0.0,1.0,0.0,
trsvchn,0.0,0.0,0.0,1.0,0.0,
trtmn,0.0,0.0,0.0,1.0,0.0,
truespace,0.0,0.0,0.0,1.0,0.0,
trufanov-nok,0.0,0.0,1.0,0.0,0.0,
truher,0.0,0.0,2.0,0.0,0.0,
trulsf,0.0,0.0,8.0,0.0,0.0,
trungleduc,0.0,0.0,0.0,0.0,2.0,
trungnghiale108,0.0,0.0,0.0,1.0,0.0,
trungtaxp,0.0,0.0,0.0,2.0,0.0,
trvinh,1.0,0.0,1.0,0.0,0.0,
trxrxxtt,0.0,0.0,0.0,1.0,0.0,
trygvrad,60.0,0.0,42.0,0.0,56.0,
tryhubov,0.0,0.0,0.0,1.0,0.0,
trytiaksblas,0.0,0.0,0.0,1.0,0.0,
ts-alex,0.0,0.0,0.0,1.0,0.0,
ts-tkd,0.0,0.0,1.0,0.0,0.0,
tsIAV,0.0,0.0,0.0,1.0,0.0,
tsabuka25pat,0.0,0.0,0.0,1.0,0.0,
tsalo,1.0,0.0,1.0,0.0,0.0,
tsanona,20.0,0.0,0.0,0.0,19.0,
tsbinns,0.0,0.0,0.0,1.0,0.0,
tschad,0.0,0.0,1.0,0.0,0.0,
tsenapathy,0.0,0.0,0.0,1.0,0.0,
tserrao,0.0,0.0,2.0,0.0,0.0,
tsery-ns,0.0,0.0,2.0,0.0,0.0,
tsfunloversao,0.0,0.0,0.0,1.0,0.0,
tshtatland,0.0,0.0,0.0,0.0,1.0,
tsimbret,0.0,0.0,0.0,1.0,0.0,
tsipkens,0.0,0.0,1.0,0.0,0.0,
tsippel10,0.0,0.0,1.0,0.0,0.0,
tskee3hump,0.0,0.0,0.0,1.0,0.0,
tsmathis,0.0,0.0,2.0,0.0,0.0,
tsmmc-79jc4ce,0.0,0.0,0.0,1.0,0.0,
tso-martin,0.0,0.0,0.0,1.0,0.0,
tsostarics,0.0,0.0,0.0,1.0,0.0,
tsovke,0.0,0.0,0.0,1.0,0.0,
tsstekolshikli,0.0,0.0,0.0,1.0,0.0,
tstoker31,0.0,0.0,0.0,3.0,0.0,
tsubakiky,0.0,0.0,0.0,1.0,0.0,
tsunetaka123,0.0,0.0,0.0,1.0,0.0,
tsutterley,1.0,0.0,1.0,1.0,0.0,
tsvvas,0.0,0.0,9.0,0.0,0.0,
tswast,3.0,0.0,5.0,0.0,1.0,
ttauszigni,0.0,0.0,0.0,1.0,0.0,
ttb-git,0.0,0.0,0.0,1.0,0.0,
ttgzs,0.0,0.0,0.0,1.0,0.0,
ttk-kirovca,0.0,0.0,0.0,1.0,0.0,
ttl-octave,2.0,13.0,2.0,2.0,0.0,
ttochev,0.0,0.0,0.0,1.0,0.0,
ttorno,0.0,0.0,0.0,2.0,0.0,
ttran375,0.0,0.0,0.0,1.0,0.0,
ttriche,0.0,0.0,0.0,1.0,0.0,
tttmmmggggran,0.0,0.0,0.0,1.0,0.0,
tttopdogg,0.0,0.0,0.0,1.0,0.0,
ttw-stmsman,0.0,0.0,0.0,1.0,0.0,
ttzeleznik,0.0,0.0,0.0,1.0,0.0,
tuankiet2s,0.0,0.0,0.0,1.0,0.0,
tuatang55,0.0,0.0,0.0,3.0,0.0,
tubine1,0.0,0.0,0.0,1.0,0.0,
tucheck24,0.0,0.0,0.0,2.0,0.0,
tudorgt,0.0,0.0,0.0,9.0,0.0,
tuhinmallick-16,0.0,0.0,0.0,1.0,0.0,
tuhinsharma121,82.0,0.0,2.0,0.0,12.0,
tuhulab,0.0,0.0,0.0,1.0,0.0,
tuliofalmeida,0.0,0.0,2.0,0.0,0.0,
tulzooy,0.0,0.0,0.0,1.0,0.0,
tumbleintoyourheart,0.0,0.0,0.0,1.0,0.0,
tuncbkose,0.0,0.0,1.0,0.0,0.0,
tungttnguyen,0.0,0.0,1.0,0.0,0.0,
tupui,27.0,11.0,44.0,1.0,33.0,
tupur-29,0.0,0.0,0.0,1.0,0.0,
turbotimon,0.0,0.0,2.0,0.0,0.0,
turgeonmaxime,0.0,0.0,2.0,0.0,0.0,
turtleinthesea,0.0,0.0,0.0,1.0,0.0,
tushardave26,0.0,0.0,0.0,1.0,0.0,
tusharparimi,1.0,0.0,2.0,0.0,0.0,
tuulam,0.0,0.0,20.0,0.0,0.0,
tuxcanfly,0.0,0.0,0.0,1.0,0.0,
tuyu601,0.0,0.0,0.0,2.0,0.0,
tvonk4,0.0,0.0,0.0,1.0,0.0,
tvroylandt,0.0,0.0,0.0,2.0,0.0,
tvtvltvcbr,0.0,0.0,0.0,1.0,0.0,
tvwenger,1.0,0.0,7.0,0.0,0.0,
twaclaw,33.0,0.0,12.0,2.0,28.0,
twalcari,3.0,0.0,1.0,0.0,2.0,
twang96,0.0,0.0,0.0,1.0,0.0,
twanvl,0.0,0.0,1.0,0.0,0.0,
twardoch,0.0,0.0,0.0,1.0,0.0,
twashio,0.0,0.0,0.0,2.0,0.0,
tweiman,0.0,0.0,0.0,1.0,0.0,
twest820,0.0,0.0,1.0,0.0,0.0,
twiecki,79.0,66.0,78.0,19.0,74.0,
twilsonco,0.0,0.0,0.0,1.0,0.0,
twinsant,0.0,0.0,0.0,1.0,0.0,
twix402,0.0,0.0,0.0,1.0,0.0,
twj8CDC,0.0,0.0,7.0,0.0,0.0,
twoertwein,25.0,9.0,24.0,1.0,18.0,
twsouthwick,18.0,3.0,4.0,5.0,0.0,
tyadav,0.0,0.0,0.0,1.0,0.0,
tyakobchuk,0.0,0.0,1.0,0.0,0.0,
tyastoirsurp,0.0,0.0,0.0,1.0,0.0,
tycho-09,0.0,0.0,0.0,1.0,0.0,
tydobrien,0.0,0.0,0.0,1.0,0.0,
tyjd2,0.0,0.0,0.0,1.0,0.0,
tyler-keller,0.0,0.0,0.0,1.0,0.0,
tyler-m-roberg,0.0,0.0,0.0,1.0,0.0,
tylercb,0.0,0.0,0.0,1.0,0.0,
tylerjereddy,94.0,292.0,145.0,3.0,72.0,
tyoc213,0.0,0.0,0.0,1.0,0.0,
typhnz,0.0,0.0,0.0,1.0,0.0,
typhoonbb,0.0,0.0,0.0,1.0,0.0,
typoman,0.0,0.0,0.0,2.0,0.0,
tys-github,0.0,0.0,0.0,1.0,0.0,
tyson-swetnam,0.0,0.0,8.0,0.0,0.0,
tyvekzhang,0.0,0.0,0.0,1.0,0.0,
tzf-omkey,0.0,0.0,0.0,1.0,0.0,
tzyf2000,0.0,0.0,0.0,2.0,0.0,
u2takey,0.0,0.0,1.0,1.0,0.0,
u3ks,0.0,0.0,0.0,1.0,0.0,
u7ko4,0.0,0.0,0.0,1.0,0.0,
u9wangcl,0.0,0.0,0.0,1.0,0.0,
uafreak,0.0,0.0,0.0,1.0,0.0,
uakbr,0.0,0.0,0.0,1.0,0.0,
ubandiya,0.0,0.0,0.0,2.0,0.0,
uceearq,0.0,0.0,0.0,1.0,0.0,
ucokbustam,0.0,0.0,1.0,0.0,0.0,
ucuyhhd36brect,0.0,0.0,0.0,1.0,0.0,
ucyang,0.0,0.0,0.0,6.0,0.0,
uday-rana,0.0,0.0,0.0,3.0,0.0,
udesou,5.0,0.0,1.0,0.0,1.0,
udevril,0.0,0.0,0.0,3.0,0.0,
udhh1243,0.0,0.0,0.0,1.0,0.0,
udicaprio,0.0,0.0,0.0,1.0,0.0,
uditbaliyan,8.0,0.0,2.0,1.0,1.0,
udizonaen,0.0,0.0,0.0,1.0,0.0,
udontur,0.0,0.0,0.0,1.0,0.0,
udvale,0.0,0.0,0.0,1.0,0.0,
udy8140,0.0,0.0,0.0,1.0,0.0,
ueka12,0.0,0.0,0.0,1.0,0.0,
uf0iyizyet,0.0,0.0,0.0,1.0,0.0,
ufechner7,1.0,0.0,30.0,1.0,0.0,
ufukkirmizigedik,0.0,0.0,0.0,1.0,0.0,
ugalarn,0.0,0.0,0.0,1.0,0.0,
ugognw,0.0,0.0,0.0,1.0,0.0,
ugurdar,0.0,0.0,0.0,1.0,0.0,
uhashimi,0.0,0.0,0.0,1.0,0.0,
uhourri,0.0,1.0,0.0,3.0,0.0,
uhryniuk,0.0,0.0,0.0,1.0,0.0,
uislambekov,0.0,0.0,3.0,0.0,0.0,
uiyaepez7th,0.0,0.0,0.0,1.0,0.0,
ujjwal-kr,0.0,0.0,0.0,1.0,0.0,
ukaleem,0.0,0.0,0.0,1.0,0.0,
ukbt1400,0.0,0.0,0.0,1.0,0.0,
ukegsq,0.0,0.0,0.0,1.0,0.0,
ulabjmu,0.0,0.0,0.0,1.0,0.0,
ulfaslak,0.0,0.0,0.0,1.0,0.0,
ultagenbilt,0.0,0.0,0.0,1.0,0.0,
ultimaXe,0.0,0.0,0.0,1.0,0.0,
ultimatile,0.0,0.0,0.0,1.0,0.0,
ultra-supara,0.0,0.0,0.0,1.0,0.0,
ultra2dogmaza,0.0,0.0,0.0,1.0,0.0,
ultralightspeed,0.0,0.0,0.0,1.0,0.0,
ultrarslanoglu,0.0,0.0,0.0,4.0,0.0,
ultrasage-danz,0.0,0.0,0.0,1.0,0.0,
ulwan97,0.0,0.0,0.0,1.0,0.0,
ulyngs,0.0,0.0,0.0,1.0,0.0,
uma-08,0.0,0.0,0.0,1.0,0.0,
umad1to10as,0.0,0.0,0.0,1.0,0.0,
umdmirage,0.0,0.0,0.0,1.0,0.0,
umeier,0.0,0.0,0.0,1.0,0.0,
umid711ti,0.0,0.0,0.0,1.0,0.0,
umitsarioz,0.0,0.0,0.0,1.0,0.0,
ummtushar,0.0,0.0,0.0,1.0,0.0,
umstek,0.0,0.0,0.0,2.0,0.0,
